frame,left_id,right_id,x,y,z
17,5,1.0,575.9986727906663,-530.3938132037492,2643.0799823660823
17,6,7.0,246.6506382837261,-111.0513926967841,2537.9913760843733
17,8,4.0,403.6598673555002,68.14550827824104,2063.019151444446
18,0,5.0,473.04468957429776,-250.6465052885192,2163.933513490398
18,1,6.0,351.7903285589841,-258.696293572222,2177.2466732355374
18,2,3.0,1192.9998423247546,-267.89040276879706,2591.994635801314
18,3,0.0,272.940724046976,-480.3351960437688,2603.8283837748195
18,4,2.0,628.8748203445874,-557.4168017685216,2792.29255169916
18,5,1.0,575.9825662593873,-530.4151961675663,2642.782848589258
18,6,7.0,247.00362878873943,-111.14919223769688,2538.729227253957
18,8,4.0,402.66402078180516,67.92827823366079,2059.999402090275
19,0,5.0,472.90034668267765,-250.5988266449314,2163.26398021704
19,1,6.0,351.37174128817855,-258.89491921160396,2177.662792289028
19,2,3.0,1193.2773677285406,-267.75759083348055,2592.2439551526336
19,3,0.0,272.9262554827497,-480.462724094248,2603.6780763504053
19,4,2.0,628.526167551961,-557.7889494485845,2791.2438138965886
19,5,1.0,575.96715443306,-530.4261198506392,2642.490867122808
19,6,7.0,247.36689510661154,-111.25308683288237,2539.3543639117875
19,8,4.0,401.6681576995105,67.69757244123049,2057.063826557583
20,0,5.0,472.7560715852206,-250.54219109023268,2162.593266652819
20,1,6.0,350.9394297470052,-259.0928614085951,2177.992389315463
20,2,3.0,1193.57081979045,-267.6234734634247,2592.4776638588683
20,3,0.0,272.91164588999266,-480.60062476051263,2603.5230924480993
20,4,2.0,628.1784341379897,-558.1379838847472,2790.1997520850614
20,5,1.0,575.9510537292844,-530.4474917303748,2642.1938381622404
20,6,7.0,247.73058925361124,-111.34645175947163,2539.976944290103
20,8,4.0,400.6751456866882,67.46753061555523,2054.1366344295243
21,0,5.0,472.5936519477141,-250.48518731273998,2161.8375840921535
21,1,6.0,350.52503734327195,-259.2905844383328,2178.3181100946317
21,2,3.0,1193.9025582982053,-267.4920494854109,2592.8436357613245
21,3,0.0,272.8971807040101,-480.7281253962179,2603.3728225703862
21,4,2.0,627.8311394071944,-558.4986320475771,2789.1582380434374
21,5,1.0,575.9405832663228,-530.494753308517,2642.027486622817
21,6,7.0,248.09420704849447,-111.45044052665065,2540.602577580117
21,8,4.0,399.68792277022334,67.24400819959735,2051.1453853530215
22,0,5.0,472.4495709182362,-250.4286261293776,2161.1677579406605
22,1,6.0,350.105726569481,-259.4982874983519,2178.7302601397346
22,2,3.0,1194.2354243346326,-267.3712984617737,2593.2128557577544
22,3,0.0,272.88271718828975,-480.8556126521907,2603.2225710404064
22,4,2.0,627.4841052577552,-558.8590255617186,2788.117500634854
22,5,1.0,575.9244869956801,-530.5161109214847,2641.7305327100985
22,6,7.0,248.436917624849,-111.54376305345619,2541.2288250273286
22,8,4.0,398.7006078317508,67.01528573135018,2048.235065235298
23,0,5.0,472.3056039776158,-250.3810794891435,2160.499947829068
23,1,6.0,349.67296700271584,-259.69638570891726,2179.059724948986
23,2,3.0,1194.4738307139967,-267.2249442420752,2593.3267930293714
23,3,0.0,272.8682553424763,-480.9830865312601,2603.0723378547873
23,4,2.0,627.1365009074545,-559.2301354690287,2787.0718888089373
23,5,1.0,575.9083936438917,-530.5374622971283,2641.4336307463905
23,6,7.0,248.80088277791168,-111.64784640288147,2541.8549614775225
23,8,4.0,397.7188509107416,66.79238454239218,2045.2541105579814
24,0,5.0,472.1439541685095,-250.31535422351573,2159.7497862096325
24,1,6.0,349.2535530775102,-259.89531379791623,2179.4757730974575
24,2,3.0,1194.806821586572,-267.1041281259618,2593.696092530598
24,3,0.0,272.85365262282994,-481.1209304182536,2602.9174314208685
24,4,2.0,626.798678886805,-559.6189528971738,2786.1785258068962
24,5,1.0,575.892303210118,-530.5588074371639,2641.1367807166826
24,6,7.0,249.1652746415698,-111.74138977642707,2542.478537220706
24,8,4.0,396.73752029558733,66.5738649800654,2042.3650231049194
25,0,5.0,471.99970870290673,-250.26773622984228,2159.077209115634
25,1,6.0,348.8338242167029,-260.0941106613639,2179.886543434297
25,2,3.0,1195.100523846879,-266.9698644400113,2593.929903031352
25,3,0.0,272.8391941523315,-481.24837690632444,2602.76723575421
25,4,2.0,626.4524038317653,-559.9785876968656,2785.1400058082536
25,5,1.0,575.8769074185814,-530.569701180345,2640.845088108601
25,6,7.0,249.52984214713473,-111.8349764681832,2543.102360042468
25,8,4.0,395.75864332884527,66.34708872470188,2039.4796326810865
26,0,5.0,471.8560030168939,-250.21131813726745,2158.4091001458746
26,1,6.0,348.4138327091914,-260.30207204306794,2180.298678710933
26,2,3.0,1195.4336632592572,-266.8489793261448,2594.299317036413
26,3,0.0,272.83723677734463,-481.3976810552262,2602.736258142878
26,4,2.0,626.1063881990915,-560.3379690529358,2784.102259155608
26,5,1.0,575.8664436904064,-530.6169243266625,2640.6788371155453
26,6,7.0,249.8841098530623,-111.94377650441778,2543.845571824597
26,8,4.0,394.78532384770335,66.11794986645704,2036.5266134383498
27,0,5.0,471.69467207858213,-250.1457185018792,2157.660398041474
27,1,6.0,347.98044628589736,-260.50039044159513,2180.6280045189983
27,2,3.0,1195.6721791605426,-266.70253128133123,2594.4132198448224
27,3,0.0,272.82264405844666,-481.5361453485293,2602.5871761792396
27,4,2.0,625.7598053643823,-560.7080506184675,2783.059648335239
27,5,1.0,575.8503605861647,-530.6382503836702,2640.3821147863796
27,6,7.0,250.23789803582065,-112.03274613038782,2544.3567637886463
27,8,4.0,393.7985612308474,65.90691970280885,2033.5883096808823
28,0,5.0,471.5507339619081,-250.10716587554498,2156.990723360644
28,1,6.0,347.5652376607935,-260.68958457142276,2180.9574080325683
28,2,3.0,1196.004391234037,-266.5708615228624,2594.7795127952886
28,3,0.0,272.80804680180165,-481.6739369978262,2602.4323330498396
28,4,2.0,625.4143087439359,-561.0669215528504,2782.0234494171136
28,5,1.0,576.0224913529092,-530.8876103454221,2640.953342022461
28,6,7.0,250.6027401391481,-112.137064713803,2544.984151750355
28,8,4.0,392.8309143968636,65.67909244505731,2030.6523889021646
29,0,5.0,471.40731167373514,-250.050854655762,2156.3239111176913
29,1,6.0,347.1447563350679,-260.8977285790032,2181.369494672478
29,2,3.0,1196.2982815882503,-266.43648377580604,2595.013388429914
29,3,0.0,272.7935936770971,-481.80133342771984,2602.282197635714
29,4,2.0,625.0690706578479,-561.4255399583377,2780.9880212970575
29,5,1.0,576.2215230239416,-531.1616833417374,2641.6477870779277
29,6,7.0,250.9578239675854,-112.23542414186574,2545.72548723936
29,8,4.0,391.8631949703291,65.4549004735212,2027.800083973684
30,0,5.0,471.2462985359114,-249.98537716386647,2155.576664393048
30,1,6.0,346.7109212440584,-261.0962017197458,2181.6986867311903
30,2,3.0,1196.6316930781434,-266.3154628445986,2595.3829924581237
30,3,0.0,272.77914222003085,-481.9287164998018,2602.1320805446917
30,4,2.0,624.7240908113345,-561.7839061373508,2779.953363128848
30,5,1.0,576.393821142531,-531.4112823840076,2642.219579008537
30,6,7.0,251.3230339992131,-112.33984357839508,2546.353436860779
30,8,4.0,390.89852247325877,65.240158374105,2024.960217006746
31,0,5.0,471.10306823021386,-249.92914235673538,2154.9107304915397
31,1,6.0,346.29010622575265,-261.30447162992067,2182.1107483184423
31,2,3.0,1196.87031722981,-266.16892046200024,2595.496857317527
31,3,0.0,272.7645501220549,-482.0664654614658,2601.977295624388
31,4,2.0,624.3869106301688,-562.1701283289694,2779.0571441495454
31,5,1.0,576.572551597643,-531.6765070274388,2642.9274687039865
31,6,7.0,251.67744787062722,-112.42897004713387,2546.865404926673
31,8,4.0,389.939193789698,65.01427679248144,2022.0492339232283
32,0,5.0,470.9418247173542,-249.87256551352993,2154.160428164973
32,1,6.0,345.8693425958527,-261.50389806660166,2182.5267371208615
32,2,3.0,1197.2038536632015,-266.0478343184994,2595.866540789345
32,3,0.0,272.7501020356733,-482.19382118199144,2601.8272160089487
32,4,2.0,624.042425975356,-562.527998176424,2778.0239172811357
32,5,1.0,576.7718847356105,-531.9510031964763,2643.6229838754443
32,6,7.0,252.04299276787293,-112.5334784605293,2547.4937987792264
32,8,4.0,388.9797334218755,64.80009568684805,2019.2187175776216
33,0,5.0,470.7988081148759,-249.82535378040174,2153.4969738882933
33,1,6.0,345.44817984022507,-261.712302377531,2182.9388062731496
33,2,3.0,1197.5374766024156,-265.9267114652607,2596.2363023097987
33,3,0.0,272.7481465908263,-482.3430704679793,2601.7962697640364
33,4,2.0,623.6676083938534,-562.8581323966024,2776.8552662798784
33,5,1.0,576.9445613171911,-532.2121907945191,2644.1972382337162
33,6,7.0,252.39883528726713,-112.63204096173585,2548.2363834738653
33,8,4.0,388.0232028329621,64.58719451861266,2016.4028824244551
34,0,5.0,470.655859818533,-249.7692253227834,2152.8323303596694
34,1,6.0,345.0137175287365,-261.91099717718214,2183.2678562925985
34,2,3.0,1197.8305580241197,-265.78146137678146,2596.4670595385423
34,3,0.0,272.73370047267804,-482.4704041241794,2601.646213206474
34,4,2.0,623.3236666319978,-563.2154925849952,2775.8236756538518
34,5,1.0,577.1440934597922,-532.4869670796658,2644.8934426049277
34,6,7.0,252.76499555488505,-112.72603538506974,2548.8625169449215
34,8,4.0,387.07208595244333,64.36322224616873,2013.516519738739
35,0,5.0,470.49493376623013,-249.71276165494754,2152.083480559538
35,1,6.0,344.59732924907684,-262.100357729401,2183.5917421897466
35,2,3.0,1198.108873103462,-265.6481808142292,2596.71675949558
35,3,0.0,272.7191138396643,-482.6081015052319,2601.491491618545
35,4,2.0,622.979163705257,-563.5835198089361,2774.787241837132
35,5,1.0,577.3168147623696,-532.737176047865,2645.466684987936
35,6,7.0,253.1310864819196,-112.83069112497233,2549.491724217536
35,8,4.0,386.1206297266167,64.14279302474,2010.7122393121713
36,0,5.0,470.3521768996908,-249.6567065696076,2151.4197123769354
36,1,6.0,344.1758996727152,-262.3000275604162,2184.0076860416125
36,2,3.0,1198.4030990417666,-265.5136024678535,2596.9507596486183
36,3,0.0,272.70467108977334,-482.7354078313081,2601.3414725140087
36,4,2.0,622.6357362326382,-563.9403744497288,2773.7571854517523
36,5,1.0,577.4953293885458,-533.0135621926639,2646.171239510287
36,6,7.0,253.4862852652314,-112.9200130594073,2550.004663379377
36,8,4.0,385.1753219168228,63.93690382514735,2007.8441825855155
37,0,5.0,470.20950990937786,-249.6006869157542,2150.7563551819585
37,1,6.0,343.74098911036936,-262.4988752833801,2184.336601817504
37,2,3.0,1198.736994301185,-265.39234356313364,2597.32071113515
37,3,0.0,272.690230005254,-482.8627008185942,2601.1914717113136
37,4,2.0,622.3009726126745,-564.3260204010146,2772.8722941916785
37,5,1.0,577.6958603886402,-533.2783012373882,2646.873649112266
37,6,7.0,253.8426428134742,-113.02939903557483,2550.7513265517446
37,8,4.0,384.2158808420947,63.71523425540732,2004.986264670857
38,0,5.0,470.04936483982596,-249.54447751273284,2150.014589135852
38,1,6.0,343.3190028731854,-262.70758601319875,2184.748595825838
38,2,3.0,1199.031324450015,-265.25770599027607,2597.5547566450978
38,3,0.0,272.6756485237341,-483.00035557421523,2601.0368082653963
38,4,2.0,621.9580356822078,-564.6823827196924,2771.843655772696
38,5,1.0,577.8689622931777,-533.5401155399248,2647.449363760067
38,6,7.0,254.20950701949158,-113.12357353848547,2551.378465020497
38,8,4.0,383.27245287370414,63.496656234673125,2002.205730861268
39,0,5.0,469.90644537253706,-249.49732493664075,2149.348072167557
39,1,6.0,342.8968430081999,-262.9163646563144,2185.1605930626174
39,2,3.0,1199.3098331897716,-265.12431023265964,2597.8045470245615
39,3,0.0,272.66121080527466,-483.1276212492406,2600.886844894938
39,4,2.0,621.6145405590402,-565.0493960914339,2770.8101844164985
39,5,1.0,578.0689968195004,-533.8155978201667,2648.1473341897645
39,6,7.0,254.57630390953298,-113.22841997137803,2552.00868312453
39,8,4.0,382.33514661086946,63.28454155127969,1999.3642829580372
40,0,5.0,469.76405874965474,-249.44141101752805,2148.6859978330835
40,1,6.0,342.47472890105195,-263.1162893480228,2185.5765182825517
40,2,3.0,1199.6019343469,-265.00030074600875,2598.0322986041047
40,3,0.0,272.65925728054407,-483.276815813105,2600.8559301587497
40,4,2.0,621.272115640823,-565.4052552438587,2769.783073789093
40,5,1.0,578.2421429108985,-534.0664190245769,2648.722032590385
40,6,7.0,254.93213173876688,-113.31789961541142,2552.522403106804
40,8,4.0,381.39698822952545,63.06718425693113,1996.599341631564
41,0,5.0,469.60420700032637,-249.37638747786932,2147.9440688524196
41,1,6.0,342.0391911050085,-263.31535854784744,2185.9052900042198
41,2,3.0,1199.9350310468685,-264.86817369525227,2598.3991887502975
41,3,0.0,272.644821527317,-483.4040594542536,2600.7059898194793
41,4,2.0,620.9297733796378,-565.7490813532387,2768.754959984469
41,5,1.0,578.4153662768017,-534.3173520853373,2649.2969882789494
41,6,7.0,255.28949736164367,-113.41686678667071,2553.2674947186483
41,8,4.0,380.46478080068187,62.85562314066784,1993.7672144552923
42,0,5.0,469.4620308922731,-249.32947279803076,2147.284467108965
42,1,6.0,341.6216653657678,-263.5142113293701,2186.230279322728
42,2,3.0,1200.2692833874844,-264.74674338158894,2598.769403633618
42,3,0.0,272.63024550280426,-483.5416627037338,2600.551389633259
42,4,2.0,620.5878585260373,-566.1044468207771,2767.7293706951673
42,5,1.0,578.6214750435614,-534.619429191553,2650.12742263566
42,6,7.0,255.65682354371864,-113.52185531649143,2553.898473662475
42,8,4.0,379.5321379870292,62.648137817439235,1991.0220232773202
43,0,5.0,469.30195079486214,-249.2733151960401,2146.5394878287616
43,1,6.0,341.1988417024118,-263.72324038073253,2186.6422282585936
43,2,3.0,1200.508246909968,-264.5999118611633,2598.883167998936
43,3,0.0,272.6158131132131,-483.6688790540176,2600.4014867037117
43,4,2.0,620.245388442085,-566.4704468843566,2766.698958760889
43,5,1.0,578.7948775815935,-534.8706222602128,2650.703007633043
43,6,7.0,256.0245711056987,-113.616254196331,2554.5268700062848
43,8,4.0,378.60178715583413,62.43258168430033,1988.2801275267923
44,0,5.0,469.15994392440774,-249.21754694769484,2145.879151256143
44,1,6.0,340.7630727390339,-263.91353845893906,2186.97478808643
44,2,3.0,1200.8426243662068,-264.47841614972697,2599.253462241966
44,3,0.0,272.6013823867301,-483.79608208450173,2600.251602054792
44,4,2.0,619.9122415807515,-566.854409268289,2765.8185423718323
44,5,1.0,578.996242038875,-535.147588385634,2651.4094934338877
44,6,7.0,256.3822853767177,-113.72602108976652,2555.2758106315205
44,8,4.0,377.677361020631,62.21483822498683,1985.4738977326
45,0,5.0,469.01802623130476,-249.16181386091154,2145.2192224742535
45,1,6.0,340.33991443772004,-264.1226919162558,2187.3867103642046
45,2,3.0,1201.137288423287,-264.3435787007174,2599.4876278046895
45,3,0.0,272.58695332300135,-483.9232717980005,2600.1017356831517
45,4,2.0,619.5710689825256,-567.209033701128,2764.795123267752
45,5,1.0,579.1698145320677,-535.3990241482514,2651.9856534456867
45,6,7.0,256.73891697421294,-113.81570256103328,2555.790559321843
45,8,4.0,376.7525399081328,62.01708017238948,1982.7492169243928
46,0,5.0,468.8582603404329,-249.10577129912713,2144.4756798745343
46,1,6.0,339.91667893500073,-264.32277581210167,2187.797295973261
46,2,3.0,1201.4718148567435,-264.22201362699514,2599.858036566188
46,3,0.0,272.5723841415036,-484.06081852809785,2599.94721268369
46,4,2.0,619.2301500168785,-567.563410661485,2763.7724609997144
46,5,1.0,579.3705539255938,-535.6754945102912,2652.6860907091136
46,6,7.0,257.1069522393274,-113.92088263232898,2556.422553914469
46,8,4.0,375.8333116234124,61.80053951745415,1979.9586055721293
47,0,5.0,468.7165519900286,-249.05902002127985,2143.8182219628097
47,1,6.0,339.48022670428736,-264.5221622574028,2188.125815951367
47,2,3.0,1201.7108875459137,-264.0750880823923,2599.9717653996127
47,3,0.0,272.57043253198225,-484.20995844665384,2599.9163294218097
47,4,2.0,618.888678775488,-567.9284063678244,2762.7449863432403
47,5,1.0,579.5501337605438,-535.9534604167559,2653.394617010717
47,6,7.0,257.4754077384275,-114.0154626397597,2557.0519614061313
47,8,4.0,374.9132381670778,61.587365314960564,1977.2471184187139
48,0,5.0,468.5749124846822,-249.0033918523539,2143.159566066755
48,1,6.0,339.0567748523161,-264.7225754071867,2188.5416403295626
48,2,3.0,1202.0444589320823,-263.9427140763732,2600.3389761395456
48,3,0.0,272.5560071291752,-484.33711220062844,2599.766505166428
48,4,2.0,618.5482672477597,-568.2822849160042,2761.723838836856
48,5,1.0,579.7239636776961,-536.2052694564262,2653.971667028034
48,6,7.0,257.8338900149115,-114.12544523204991,2557.802169445687
48,8,4.0,373.9832004880339,61.381018842545025,1974.4799511558965
49,0,5.0,468.41589854084214,-248.93869483339355,2142.4214737343173
49,1,6.0,338.6382045576677,-264.92180324120915,2188.8663794131235
49,2,3.0,1202.3393111827754,-263.8077621545501,2600.5732061251515
49,3,0.0,272.541441698053,-484.4746214549805,2599.6120262424533
49,4,2.0,618.2081084899381,-568.6359168799377,2760.70344569251
49,5,1.0,579.9251352261268,-536.4934419047036,2654.6747869627857
49,6,7.0,258.19115410312736,-114.21528530507635,2558.317703854121
49,8,4.0,373.07172136619863,61.16629099072286,1971.712602999846
50,0,5.0,468.27400908859227,-248.89190513706515,2141.7596639203757
50,1,6.0,338.2142087866382,-265.1312729442513,2189.278255230368
50,2,3.0,1202.6741103825243,-263.68606059385615,2600.943804733009
50,3,0.0,272.5270196542666,-484.60174795728267,2599.4622393535838
50,4,2.0,617.8763337929786,-569.0184483457193,2759.82682289378
50,5,1.0,580.0998386154732,-536.7350043185189,2655.257579345052
50,6,7.0,258.56014039143366,-114.31000022385096,2558.947872280726
50,8,4.0,372.15936898758736,60.96280080134352,1969.021393943407
51,0,5.0,468.1326470828333,-248.83638432130863,2141.10227694765
51,1,6.0,337.777147876702,-265.33087151166274,2189.606606825139
51,2,3.0,1202.9532155313107,-263.5523120853165,2601.1938832845995
51,3,0.0,272.5125992713282,-484.7288611587421,2599.312470724161
51,4,2.0,617.5358570092844,-569.3824443682371,2758.8022732676786
51,5,1.0,580.301085011194,-537.0121872059954,2655.959798924812
51,6,7.0,258.92906546777135,-114.41541901098694,2559.581138252931
51,8,4.0,371.24968632149717,60.760515571232816,1966.3439559885142
52,0,5.0,467.9307670818289,-248.5028019891248,2140.8599840358506
52,1,6.0,337.4398462966056,-265.10276476560375,2188.3981996732837
52,2,3.0,1203.028795325332,-263.39721203635395,2601.1618509848304
52,3,0.0,272.4981805488838,-484.8559610621678,2599.162720350848
52,4,2.0,617.2268358698134,-569.7864583247239,2757.9218679747196
52,5,1.0,580.4811487604263,-537.2908721966274,2656.6701301666167
52,6,7.0,258.9395932630482,-114.45223810857392,2559.7222358734107
52,8,4.0,371.3025885806268,60.644021526463845,1968.6932928932404
53,0,5.0,467.74635662747914,-248.17836375627792,2140.6974377817214
53,1,6.0,337.120999373559,-264.883785682326,2187.188790750188
